project_id,risk_category,duration_proposed_to_scrutiny,duration_scrutiny_to_notification,duration_notification_to_declaration,duration_declaration_to_award,duration_award_to_compensation,duration_compensation_to_possession,duration_possession_to_closed,area_acquired_hectares,dispute_duration_days,pending_approvals_count,avg_approval_turnaround_days,stakeholder_responsiveness_score,compensation_assessed_inr,compensation_disbursed_inr,compensation_disbursed_pct,affected_families,displaced_families,rr_progress_percent,cohort_benchmark_days,legal_dispute_flag,documentation_complete,rr_required,project_type,state,status,dispute_type
PRJ-00531,Medium,64,34,106,94,68,91,74,3.71,50,2,55.2,4.2,51217.0,40728.0,0.7952,96,49,37.4,455,1,1,1,Industrial,Rajasthan,completed,none
PRJ-00532,Low,32,57,80,71,46,42,44,0.4,1,0,17.8,0.8,930067.0,930067.0,1.0,402,143,95.3,654,0,1,0,Border Infrastructure,Karnataka,on_hold,none
PRJ-00533,Medium,43,58,95,82,68,122,57,2.03,65,0,37.1,3.6,115358.0,104261.0,0.9038,268,151,73.0,794,1,1,1,Resettlement,Uttar Pradesh,active,title_dispute
PRJ-00534,Medium,48,61,91,61,53,94,43,6.21,44,1,5.0,1.2,80835.0,24978.0,0.309,67,30,62.9,583,1,1,1,Border Infrastructure,Uttar Pradesh,planned,legal_challenge
PRJ-00535,Medium,67,59,129,63,58,119,52,11.53,93,0,25.9,2.5,1262096.0,573118.0,0.4541,435,159,46.9,792,0,0,0,Power Line,Maharashtra,planned,boundary
PRJ-00536,High,75,64,143,127,64,131,75,9.16,37,3,58.8,1.7,562651.0,957.0,0.0017,254,17,30.7,723,0,0,1,Power Line,Uttar Pradesh,active,boundary
PRJ-00537,Medium,41,52,91,94,68,83,54,0.72,107,1,57.6,4.6,123331.0,91425.0,0.7413,260,111,48.1,630,0,0,1,Power Line,Maharashtra,active,encroachment
PRJ-00538,Low,67,42,76,73,62,41,59,4.21,39,0,39.3,4.0,14269.0,9858.0,0.6909,239,179,97.3,674,0,1,0,Power Line,West Bengal,planned,encroachment
PRJ-00539,High,89,43,125,126,52,142,82,5.07,157,0,9.3,1.9,3402801.0,570309.0,0.1676,129,72,15.9,466,1,1,0,Power Line,Maharashtra,active,encroachment
PRJ-00540,Low,49,43,95,55,37,42,32,6.03,3,0,30.9,3.4,2938077.0,2777364.0,0.9453,259,123,100.0,715,1,1,0,Border Infrastructure,Karnataka,active,legal_challenge
PRJ-00541,Low,38,58,103,61,51,80,71,5.74,42,0,32.3,1.4,131870.0,102094.0,0.7742,75,19,100.0,509,0,1,1,Resettlement,Uttar Pradesh,completed,boundary
PRJ-00542,Low,77,35,81,55,63,47,38,2.12,29,0,56.9,1.6,175847.0,175847.0,1.0,361,106,91.6,484,0,1,1,Highway,West Bengal,planned,boundary
PRJ-00543,Medium,74,54,117,96,71,76,59,2.8,48,0,6.1,1.5,427480.0,213697.0,0.4999,455,177,16.9,403,1,0,0,Industrial,Maharashtra,planned,title_dispute
PRJ-00544,High,99,75,113,133,56,143,80,4.37,196,1,42.8,2.6,125298.0,7167.0,0.0572,110,12,9.1,538,1,1,1,Resettlement,Telangana,completed,title_dispute
PRJ-00545,High,73,68,156,51,76,69,71,14.11,210,1,10.8,0.7,152359.0,36597.0,0.2402,372,148,30.6,445,1,1,0,Industrial,Uttar Pradesh,active,legal_challenge
PRJ-00546,Medium,64,46,81,67,74,101,54,3.21,14,1,37.4,2.5,191602.0,87485.0,0.4566,53,26,86.1,789,1,1,0,Border Infrastructure,West Bengal,planned,legal_challenge
PRJ-00547,Low,41,55,130,72,44,49,32,4.82,3,0,21.8,4.9,43892.0,43892.0,1.0,355,239,89.7,642,0,1,0,Power Line,Madhya Pradesh,active,boundary
PRJ-00548,Medium,68,77,74,75,54,75,34,1.83,26,1,22.2,2.0,43829.0,21397.0,0.4882,320,206,48.2,788,0,1,1,Power Line,Maharashtra,on_hold,boundary
PRJ-00549,Medium,94,57,122,70,87,91,71,1.74,28,0,47.9,4.8,7509.0,2842.0,0.3785,463,87,31.5,627,0,1,1,Industrial,Andhra Pradesh,active,none
PRJ-00550,Medium,90,44,87,74,64,56,45,5.41,27,1,14.3,3.3,62211.0,53246.0,0.8559,450,71,68.8,512,0,1,1,Industrial,West Bengal,planned,boundary
PRJ-00551,Medium,51,45,135,85,89,105,62,2.94,90,2,42.8,0.8,121399.0,79431.0,0.6543,74,27,54.2,499,1,1,0,Industrial,Uttar Pradesh,active,legal_challenge
PRJ-00552,High,95,53,111,79,115,74,67,2.05,20,2,55.9,5.0,371069.0,65234.0,0.1758,74,6,15.5,638,0,0,1,Resettlement,Gujarat,active,none
PRJ-00553,Low,57,64,99,75,114,64,55,2.99,51,0,25.1,6.0,115374.0,100745.0,0.8732,300,232,84.5,517,1,1,0,Industrial,West Bengal,on_hold,legal_challenge
PRJ-00554,Medium,36,45,109,37,54,78,56,1.37,61,0,55.9,0.6,96773.0,64306.0,0.6645,131,34,81.7,696,0,1,0,Industrial,Madhya Pradesh,completed,encroachment
PRJ-00555,Low,79,59,108,136,59,39,65,20.23,9,0,18.9,2.4,1144380.0,777721.0,0.6796,22,7,100.0,601,0,1,1,Highway,Telangana,completed,none
PRJ-00556,Low,42,49,127,66,61,95,56,11.1,0,0,27.5,5.0,62618.0,61773.0,0.9865,491,85,100.0,583,0,1,1,Border Infrastructure,Karnataka,completed,compensation
PRJ-00557,High,75,68,131,110,111,53,68,3.54,205,0,52.5,1.5,217651.0,56241.0,0.2584,237,87,41.0,470,0,1,0,Power Line,Madhya Pradesh,on_hold,compensation
PRJ-00558,High,95,69,66,92,61,128,49,4.62,203,0,20.7,0.5,1370340.0,276946.0,0.2021,202,144,5.1,570,1,1,1,Power Line,West Bengal,completed,title_dispute
PRJ-00559,Low,63,44,150,38,70,112,64,14.82,13,0,15.1,5.5,704019.0,704019.0,1.0,268,202,96.3,745,1,1,1,Power Line,Rajasthan,active,title_dispute
PRJ-00560,Low,70,65,64,33,50,41,50,2.91,7,0,55.5,4.7,36321.0,36321.0,1.0,336,150,70.7,434,1,1,1,Resettlement,Uttar Pradesh,completed,legal_challenge
PRJ-00561,High,97,64,129,94,50,88,89,3.0,179,3,50.9,2.6,146907.0,38769.0,0.2639,382,287,57.8,697,0,1,0,Industrial,Gujarat,on_hold,compensation
PRJ-00562,Medium,88,79,79,39,83,75,51,6.03,108,2,23.2,5.0,34751.0,28200.0,0.8115,32,1,39.3,576,0,1,1,Resettlement,Gujarat,on_hold,boundary
PRJ-00563,High,71,71,143,107,64,102,65,2.98,213,0,31.6,0.7,254194.0,72725.0,0.2861,101,72,36.6,634,1,1,1,Border Infrastructure,Karnataka,on_hold,encroachment
PRJ-00564,Low,43,49,133,124,68,59,54,2.58,8,0,22.2,0.3,119208.0,119208.0,1.0,82,57,83.8,666,0,0,1,Highway,Karnataka,active,boundary
PRJ-00565,Medium,89,42,143,118,103,74,46,0.9,78,0,25.6,1.6,1069453.0,845510.0,0.7906,154,23,72.0,411,0,1,0,Power Line,Uttar Pradesh,active,encroachment
PRJ-00566,High,92,80,115,98,38,38,53,5.7,107,4,10.5,2.0,255537.0,129685.0,0.5075,308,164,39.9,671,1,1,1,Border Infrastructure,West Bengal,on_hold,title_dispute
PRJ-00567,Low,53,72,88,77,41,119,39,8.12,22,0,17.4,4.5,637096.0,516239.0,0.8103,252,74,93.2,547,0,0,1,Railway,Rajasthan,active,boundary
PRJ-00568,Medium,75,59,141,93,67,74,38,0.61,49,1,37.1,2.2,168586.0,134127.0,0.7956,434,245,54.1,741,1,1,1,Industrial,Madhya Pradesh,active,title_dispute
PRJ-00569,Low,49,82,84,49,57,40,81,11.28,16,0,37.4,4.7,1555664.0,1555664.0,1.0,99,16,100.0,762,1,0,1,Highway,Karnataka,on_hold,legal_challenge
PRJ-00570,Medium,58,48,92,79,93,113,54,3.05,37,3,37.4,1.0,214317.0,120125.0,0.5605,159,15,74.1,412,0,1,1,Resettlement,West Bengal,active,boundary
PRJ-00571,Low,40,38,96,51,38,47,31,2.0,1,0,43.7,1.4,49128.0,49128.0,1.0,174,90,100.0,551,0,1,0,Border Infrastructure,Tamil Nadu,on_hold,compensation
PRJ-00572,High,95,43,153,101,101,109,72,3.54,164,3,59.6,5.2,598790.0,393405.0,0.657,357,32,19.9,645,1,1,1,Power Line,Telangana,active,legal_challenge
PRJ-00573,Medium,69,77,107,93,87,106,57,4.68,44,2,52.2,4.3,18730.0,9554.0,0.5101,187,13,64.5,428,0,1,1,Highway,Andhra Pradesh,on_hold,none
PRJ-00574,Low,83,50,106,63,50,115,34,3.79,6,0,28.0,5.4,173273.0,129729.0,0.7487,351,188,87.2,444,0,1,1,Industrial,Andhra Pradesh,on_hold,compensation
PRJ-00575,Medium,43,66,107,91,82,95,55,2.84,27,2,26.3,6.5,148502.0,96942.0,0.6528,194,59,69.0,406,1,1,1,Railway,Telangana,planned,title_dispute
PRJ-00576,High,72,36,159,78,107,116,74,2.09,165,4,16.1,4.8,41666.0,7371.0,0.1769,416,147,36.4,483,0,1,1,Railway,Madhya Pradesh,planned,compensation
PRJ-00577,Medium,46,34,114,133,54,48,54,2.71,50,1,54.8,2.4,244238.0,163298.0,0.6686,176,9,100.0,702,0,1,1,Industrial,Uttar Pradesh,planned,compensation
PRJ-00578,High,89,47,101,88,65,117,58,6.17,134,0,49.0,4.3,276374.0,53230.0,0.1926,107,15,51.9,595,1,1,1,Border Infrastructure,Rajasthan,active,legal_challenge
PRJ-00579,High,67,53,165,65,92,139,36,1.37,132,1,43.4,3.8,823304.0,363489.0,0.4415,18,11,47.8,478,0,1,0,Railway,Rajasthan,on_hold,encroachment
PRJ-00580,Medium,73,58,153,104,37,70,47,2.84,63,0,22.1,0.5,5308928.0,3962584.0,0.7464,19,1,75.3,541,0,1,1,Highway,Madhya Pradesh,on_hold,encroachment
PRJ-00581,Medium,70,56,110,126,93,57,43,10.49,107,1,28.5,3.9,123798.0,114451.0,0.9245,326,178,45.6,755,1,1,1,Power Line,Telangana,on_hold,legal_challenge
PRJ-00582,High,97,78,147,62,117,76,69,4.03,43,2,54.9,3.2,189176.0,71055.0,0.3756,241,169,14.6,469,0,0,1,Highway,Telangana,on_hold,compensation
PRJ-00583,Medium,52,62,88,82,54,128,35,36.76,78,0,16.0,3.4,291453.0,246744.0,0.8466,268,41,58.6,721,0,0,0,Border Infrastructure,West Bengal,on_hold,none
PRJ-00584,High,97,51,155,83,81,93,79,5.1,110,3,12.0,1.1,75852.0,0.0,0.0,54,23,20.6,580,1,1,1,Resettlement,Andhra Pradesh,on_hold,title_dispute
PRJ-00585,High,85,70,147,64,102,99,44,8.42,163,3,48.2,1.7,928951.0,124387.0,0.1339,476,346,41.1,452,1,1,0,Industrial,Maharashtra,on_hold,boundary
PRJ-00586,Medium,78,54,152,87,71,145,58,1.18,17,0,14.8,4.6,35630.0,25329.0,0.7109,424,44,49.2,408,0,1,1,Railway,Andhra Pradesh,planned,encroachment
PRJ-00587,High,112,78,158,128,85,111,67,3.64,9,0,7.8,1.6,23270.0,6599.0,0.2836,118,12,17.6,755,1,0,1,Railway,Madhya Pradesh,on_hold,compensation
PRJ-00588,High,64,85,101,84,90,111,50,3.02,43,0,48.7,1.3,366513.0,152176.0,0.4152,14,8,21.4,787,1,1,1,Highway,Tamil Nadu,completed,title_dispute
PRJ-00589,Medium,78,48,117,97,66,110,73,2.39,15,3,22.8,2.1,623215.0,295529.0,0.4742,65,47,27.8,422,1,0,1,Highway,Gujarat,planned,title_dispute
PRJ-00590,Medium,63,50,93,90,80,108,81,2.19,20,0,19.7,0.9,13995.0,10367.0,0.7408,348,97,77.2,446,1,1,1,Highway,Maharashtra,planned,legal_challenge
PRJ-00591,Low,63,51,104,132,95,49,46,4.34,41,0,28.3,5.1,271669.0,249474.0,0.9183,263,119,90.0,450,0,1,0,Railway,Rajasthan,on_hold,boundary
PRJ-00592,Low,52,39,63,64,47,46,56,2.57,0,0,47.3,2.4,259503.0,206253.0,0.7948,476,191,100.0,762,1,1,1,Resettlement,Gujarat,active,legal_challenge
PRJ-00593,Critical,97,62,81,52,44,130,63,1.63,88,4,48.8,2.2,65383.0,0.0,0.0,199,67,0.0,663,1,0,1,Industrial,Telangana,completed,title_dispute
PRJ-00594,Medium,73,65,120,98,77,107,67,7.36,131,2,34.4,3.4,323784.0,250544.0,0.7738,365,84,50.0,769,1,1,1,Highway,West Bengal,completed,none
PRJ-00595,High,75,56,87,99,78,60,66,2.79,95,4,45.6,2.9,87849.0,48071.0,0.5472,120,53,36.6,548,0,1,0,Border Infrastructure,Karnataka,on_hold,encroachment
PRJ-00596,Low,50,51,103,90,57,37,67,1.73,4,0,22.0,3.4,2286454.0,2286454.0,1.0,349,29,91.6,624,0,1,1,Power Line,Madhya Pradesh,on_hold,compensation
PRJ-00597,High,81,84,169,144,112,71,82,8.57,79,0,27.5,2.4,73870.0,2253.0,0.0305,191,149,8.6,573,1,0,0,Border Infrastructure,Uttar Pradesh,planned,title_dispute
PRJ-00598,High,58,75,140,95,68,126,72,4.84,102,2,35.1,1.4,410402.0,21300.0,0.0519,392,247,24.7,729,0,1,1,Highway,Uttar Pradesh,active,encroachment
PRJ-00599,Medium,51,59,143,98,92,80,64,8.5,64,0,12.7,2.2,81216.0,41266.0,0.5081,67,13,84.5,654,1,1,0,Border Infrastructure,Telangana,completed,legal_challenge
PRJ-00600,Medium,100,81,129,115,76,68,60,1.34,6,0,35.5,1.1,147126.0,90071.0,0.6122,200,96,62.4,567,0,1,1,Highway,Maharashtra,planned,none
PRJ-00601,Medium,51,54,145,72,101,54,37,8.67,68,1,54.0,3.1,8541.0,8541.0,1.0,256,103,78.1,677,0,1,1,Highway,Karnataka,completed,encroachment
PRJ-00602,High,91,67,144,107,48,135,67,7.89,52,5,37.4,5.1,62373.0,0.0,0.0,235,59,18.7,592,0,0,1,Highway,Andhra Pradesh,planned,encroachment
PRJ-00603,Medium,68,40,87,70,102,54,61,5.81,36,0,29.2,4.1,552219.0,359163.0,0.6504,164,93,86.8,649,1,1,0,Railway,Tamil Nadu,on_hold,title_dispute
PRJ-00604,High,94,82,122,108,71,68,59,3.91,44,4,14.1,3.9,201723.0,48030.0,0.2381,33,10,47.8,653,0,1,0,Power Line,Madhya Pradesh,completed,encroachment
PRJ-00605,High,91,83,77,79,60,39,52,4.04,38,2,42.3,4.6,14296.0,2024.0,0.1416,183,118,21.5,698,1,1,1,Resettlement,Rajasthan,planned,none
PRJ-00606,Medium,75,51,142,102,74,72,46,3.89,62,2,47.7,0.7,56492.0,45143.0,0.7991,184,8,26.5,525,0,1,0,Border Infrastructure,West Bengal,planned,encroachment
PRJ-00607,Low,66,70,140,68,34,67,55,14.07,46,0,35.7,1.1,50652.0,50652.0,1.0,24,8,81.5,616,0,1,1,Resettlement,Karnataka,planned,boundary
PRJ-00608,Low,51,57,75,96,65,73,42,4.65,3,0,31.5,0.7,65550.0,55822.0,0.8516,297,92,100.0,693,1,1,1,Highway,Rajasthan,completed,legal_challenge
PRJ-00609,High,58,81,119,125,85,105,42,7.59,169,2,17.1,5.1,128585.0,60139.0,0.4677,90,44,35.4,586,0,1,1,Highway,Madhya Pradesh,active,boundary
PRJ-00610,Medium,57,64,79,67,88,45,77,1.12,40,1,59.2,2.7,2130423.0,2050958.0,0.9627,416,75,66.4,780,0,1,0,Railway,Karnataka,active,boundary
PRJ-00611,High,95,68,128,123,87,70,59,5.79,153,3,32.2,4.1,15828.0,7303.0,0.4614,223,37,38.6,439,0,1,1,Resettlement,Telangana,on_hold,none
PRJ-00612,Medium,59,57,163,90,97,95,56,2.22,53,3,52.0,4.4,242915.0,194988.0,0.8027,237,127,58.6,680,0,0,0,Border Infrastructure,Rajasthan,on_hold,compensation
PRJ-00613,High,74,68,148,81,84,112,47,2.61,157,2,49.8,3.3,44304.0,15148.0,0.3419,484,247,36.3,714,0,1,0,Railway,Tamil Nadu,completed,compensation
PRJ-00614,Medium,67,40,125,93,62,123,52,16.57,56,0,29.7,1.3,121442.0,47642.0,0.3923,387,212,58.9,553,0,1,0,Railway,Maharashtra,active,boundary
PRJ-00615,Medium,77,37,93,106,43,110,39,33.26,38,0,50.9,6.6,88292.0,59226.0,0.6708,136,74,75.6,520,0,1,1,Power Line,Karnataka,active,encroachment
PRJ-00616,High,81,71,133,100,73,91,58,0.93,124,3,51.3,0.9,6552357.0,2741506.0,0.4184,336,243,58.3,503,1,0,1,Resettlement,Gujarat,completed,encroachment
PRJ-00617,High,94,61,77,125,68,131,65,2.03,211,0,36.7,1.3,175220.0,19081.0,0.1089,33,22,0.0,442,1,0,1,Resettlement,Rajasthan,active,title_dispute
PRJ-00618,High,71,58,141,53,106,76,89,10.69,30,4,14.4,1.2,106461.0,57372.0,0.5389,487,327,40.4,471,0,1,1,Highway,Rajasthan,completed,boundary
PRJ-00619,High,108,61,141,108,80,136,52,18.79,107,0,13.2,4.4,978873.0,277119.0,0.2831,400,258,22.1,568,0,1,1,Highway,Andhra Pradesh,on_hold,encroachment
PRJ-00620,Low,76,48,105,87,65,110,44,4.19,11,0,21.5,3.1,836472.0,737434.0,0.8816,230,75,98.6,701,0,1,0,Border Infrastructure,Gujarat,active,compensation
PRJ-00621,High,92,55,134,102,57,106,57,3.8,96,1,7.9,2.4,218848.0,0.0,0.0,190,72,35.1,588,0,0,1,Resettlement,Karnataka,completed,encroachment
PRJ-00622,Critical,73,83,170,124,113,102,86,4.8,314,2,43.7,0.7,136268.0,54630.0,0.4009,134,59,0.0,558,1,1,1,Highway,Telangana,planned,title_dispute
PRJ-00623,Critical,104,84,147,86,110,128,72,6.54,195,5,44.2,4.7,12593.0,4465.0,0.3546,9,6,21.8,601,1,1,0,Power Line,West Bengal,planned,legal_challenge
PRJ-00624,Medium,111,46,112,123,46,93,63,4.93,17,1,34.3,0.4,484559.0,411003.0,0.8482,328,83,50.8,792,0,1,1,Highway,Rajasthan,active,boundary
PRJ-00625,High,79,56,97,123,117,89,61,14.55,125,4,26.6,6.1,3809723.0,926525.0,0.2432,453,332,22.2,451,0,1,1,Highway,Rajasthan,completed,encroachment
PRJ-00626,High,77,56,138,118,90,142,54,5.86,168,3,24.9,3.2,116116.0,68764.0,0.5922,237,131,20.4,790,1,1,1,Highway,Andhra Pradesh,on_hold,encroachment
PRJ-00627,Medium,78,47,73,80,74,117,77,16.49,128,1,29.2,3.5,26294.0,13954.0,0.5307,165,76,77.1,456,0,1,0,Power Line,Madhya Pradesh,active,none
PRJ-00628,Medium,70,72,137,73,64,99,60,3.02,30,1,54.5,1.6,3394397.0,1904936.0,0.5612,93,51,50.7,567,0,1,1,Railway,Tamil Nadu,completed,boundary
PRJ-00629,Medium,56,49,136,62,101,54,59,1.76,2,1,22.9,4.8,910136.0,547993.0,0.6021,336,164,77.1,517,1,1,0,Border Infrastructure,Tamil Nadu,completed,legal_challenge
PRJ-00630,Medium,92,65,157,98,102,88,60,4.62,87,1,6.7,2.1,25758.0,20318.0,0.7888,81,5,78.5,588,0,1,1,Resettlement,Gujarat,active,none
PRJ-00631,High,62,54,146,69,72,129,61,16.35,209,0,31.8,6.9,174331.0,32513.0,0.1865,119,67,2.1,497,0,1,1,Power Line,Maharashtra,completed,encroachment
PRJ-00632,High,100,75,83,131,71,103,75,3.45,262,2,28.6,1.7,126969.0,38421.0,0.3026,426,96,40.0,746,1,0,0,Border Infrastructure,Madhya Pradesh,active,encroachment
PRJ-00633,High,106,54,122,116,85,61,67,2.67,78,3,15.3,5.5,51766.0,16933.0,0.3271,303,165,19.9,634,1,1,1,Resettlement,Maharashtra,on_hold,compensation
PRJ-00634,Medium,47,64,102,64,56,109,54,6.97,41,1,54.6,2.4,110640.0,66450.0,0.6006,381,182,62.6,437,1,1,1,Power Line,West Bengal,completed,title_dispute
PRJ-00635,Critical,100,69,162,143,103,84,87,2.59,341,0,9.9,3.0,37546.0,4363.0,0.1162,7,1,10.6,717,0,1,0,Industrial,West Bengal,completed,boundary
PRJ-00636,Medium,49,42,159,34,91,52,77,2.48,15,1,43.9,0.3,9595.0,5787.0,0.6031,257,191,80.2,639,1,1,1,Railway,Tamil Nadu,planned,legal_challenge
PRJ-00637,Low,70,40,95,48,63,43,33,6.36,2,0,8.7,1.2,341485.0,341485.0,1.0,260,181,57.0,543,0,1,1,Border Infrastructure,Andhra Pradesh,active,boundary
PRJ-00638,Medium,102,58,115,62,40,126,48,2.65,26,1,29.3,1.3,248965.0,158392.0,0.6362,382,303,44.2,791,1,1,0,Railway,Rajasthan,on_hold,legal_challenge
PRJ-00639,Low,40,44,138,56,100,122,36,1.29,5,0,14.8,1.5,1132632.0,1132632.0,1.0,245,51,96.6,761,0,1,1,Highway,Madhya Pradesh,active,compensation
PRJ-00640,Critical,98,82,138,133,84,88,80,5.39,283,6,28.1,4.5,1889509.0,0.0,0.0,239,94,0.0,768,0,0,1,Highway,Madhya Pradesh,completed,boundary
PRJ-00641,High,66,65,155,115,98,88,68,3.86,217,3,7.4,2.5,1132514.0,301022.0,0.2658,293,208,29.0,699,1,1,1,Industrial,Karnataka,on_hold,compensation
PRJ-00642,Medium,76,47,109,52,62,114,50,2.4,62,0,51.2,0.8,39432.0,27740.0,0.7035,459,120,64.4,545,0,1,1,Industrial,Telangana,completed,none
PRJ-00643,Low,35,44,81,117,49,91,49,4.0,6,0,43.7,4.4,20330.0,19289.0,0.9488,237,119,99.7,537,0,0,1,Highway,Telangana,on_hold,compensation
PRJ-00644,Critical,89,82,143,112,114,140,81,4.65,275,1,21.3,0.7,106488.0,4536.0,0.0426,113,78,2.0,729,1,1,0,Power Line,Maharashtra,completed,boundary
PRJ-00645,Medium,77,35,107,138,48,79,51,5.44,36,1,54.8,1.7,1062344.0,385950.0,0.3633,499,307,44.6,604,1,1,1,Railway,Andhra Pradesh,completed,none
PRJ-00646,Medium,91,37,90,146,63,95,44,7.65,65,1,38.5,0.9,830234.0,235371.0,0.2835,467,255,52.2,467,0,0,1,Resettlement,Uttar Pradesh,active,none
PRJ-00647,Medium,68,53,110,106,71,128,51,5.58,88,3,27.9,1.9,16653.0,6996.0,0.4201,142,63,60.6,616,1,1,1,Railway,West Bengal,active,encroachment
PRJ-00648,Low,48,50,133,109,39,54,42,8.13,7,0,7.3,3.9,19426.0,19426.0,1.0,351,62,100.0,751,0,1,0,Border Infrastructure,Tamil Nadu,completed,none
PRJ-00649,Medium,94,64,70,66,45,91,67,2.47,106,1,11.1,2.0,107596.0,39800.0,0.3699,81,63,94.9,750,0,1,1,Highway,Andhra Pradesh,on_hold,encroachment
PRJ-00650,Low,72,66,70,98,56,63,45,5.15,1,0,33.0,2.2,568023.0,568023.0,1.0,267,22,100.0,617,1,1,1,Border Infrastructure,Andhra Pradesh,on_hold,legal_challenge
PRJ-00651,High,81,75,147,62,97,89,53,16.19,150,0,52.8,5.0,39393.0,16242.0,0.4123,63,37,29.1,636,0,0,1,Resettlement,Telangana,on_hold,boundary
PRJ-00652,High,86,46,120,129,62,120,83,9.48,133,4,42.4,2.5,618054.0,245676.0,0.3975,305,176,0.0,787,0,1,1,Highway,Uttar Pradesh,planned,encroachment
PRJ-00653,Low,38,64,118,71,94,61,44,18.42,57,0,53.0,1.7,28848.0,28848.0,1.0,451,242,74.3,622,0,0,1,Resettlement,Rajasthan,active,compensation
PRJ-00654,High,90,54,93,45,68,123,50,11.7,168,2,16.4,1.1,206973.0,62071.0,0.2999,449,236,48.5,781,1,1,1,Highway,Karnataka,active,title_dispute
PRJ-00655,High,46,46,86,116,81,87,61,4.04,237,4,56.1,2.6,1448771.0,31004.0,0.0214,416,100,27.4,464,1,0,1,Resettlement,Madhya Pradesh,on_hold,title_dispute
PRJ-00656,High,86,88,167,107,105,91,48,28.9,12,2,24.4,2.3,53470.0,3075.0,0.0575,251,130,11.0,732,1,0,1,Highway,Gujarat,planned,title_dispute
PRJ-00657,High,118,62,117,128,118,113,76,4.97,57,5,48.0,6.6,87800.0,10597.0,0.1207,221,3,12.5,485,0,1,1,Industrial,Andhra Pradesh,planned,boundary
PRJ-00658,Medium,84,63,102,67,63,95,53,1.96,60,2,57.1,1.7,23372.0,13906.0,0.595,296,196,63.5,600,1,0,0,Border Infrastructure,Madhya Pradesh,planned,encroachment
PRJ-00659,High,104,53,112,92,104,125,43,6.08,163,2,12.3,1.3,333957.0,150381.0,0.4503,23,8,58.0,648,1,1,0,Border Infrastructure,Uttar Pradesh,completed,title_dispute
PRJ-00660,Low,36,56,88,44,51,35,57,5.67,5,0,18.9,1.8,2276249.0,2276249.0,1.0,288,14,78.9,731,1,1,1,Industrial,Madhya Pradesh,planned,legal_challenge
PRJ-00661,High,95,47,92,114,64,85,64,3.33,6,1,29.7,2.6,35671.0,2361.0,0.0662,152,88,3.1,640,0,0,1,Railway,Madhya Pradesh,on_hold,encroachment
PRJ-00662,Critical,116,80,105,38,47,85,49,2.81,321,5,34.3,2.7,1291597.0,160029.0,0.1239,496,165,40.8,744,0,1,1,Railway,West Bengal,completed,compensation
PRJ-00663,High,55,67,109,95,89,80,41,4.83,30,4,5.6,2.6,53603.0,12447.0,0.2322,71,9,47.9,480,0,0,1,Railway,Tamil Nadu,active,boundary
PRJ-00664,High,86,54,127,107,88,103,75,5.03,5,2,52.9,0.3,134835.0,23691.0,0.1757,456,95,39.3,746,1,1,1,Resettlement,Madhya Pradesh,active,compensation
PRJ-00665,Medium,70,44,109,63,65,78,86,6.42,136,1,59.7,3.8,78536.0,34768.0,0.4427,66,29,97.8,649,0,1,1,Highway,Andhra Pradesh,planned,boundary
PRJ-00666,High,69,78,121,137,97,103,79,7.29,224,0,50.0,2.2,149294.0,4762.0,0.0319,366,14,23.8,624,0,1,1,Highway,West Bengal,on_hold,compensation
PRJ-00667,Low,95,49,68,74,78,38,36,7.72,2,0,5.7,3.8,69066.0,69066.0,1.0,327,30,100.0,505,1,1,1,Highway,Karnataka,planned,legal_challenge
PRJ-00668,Medium,50,59,107,109,86,123,34,15.43,114,3,49.5,2.9,13654.0,4889.0,0.3581,380,264,72.7,478,1,1,1,Power Line,Tamil Nadu,on_hold,title_dispute
PRJ-00669,Critical,115,82,137,124,112,112,57,6.32,2,2,14.3,2.6,1912819.0,0.0,0.0,432,279,0.0,574,1,0,1,Highway,Tamil Nadu,active,encroachment
PRJ-00670,High,68,42,156,109,54,54,84,4.45,78,1,42.5,6.0,3099.0,632.0,0.2039,390,235,17.8,615,0,0,1,Resettlement,Rajasthan,completed,boundary
PRJ-00671,Critical,114,85,177,139,119,87,83,6.41,251,4,50.3,2.4,155925.0,0.0,0.0,488,11,16.5,474,0,1,0,Border Infrastructure,Uttar Pradesh,completed,encroachment
PRJ-00672,Medium,74,40,90,77,54,107,54,1.9,33,2,10.1,1.4,76153.0,60732.0,0.7975,36,11,65.4,418,0,1,1,Highway,Karnataka,on_hold,boundary
PRJ-00673,Medium,83,86,87,46,81,111,71,1.14,139,3,42.3,2.2,81088.0,62235.0,0.7675,452,110,63.1,780,0,1,1,Highway,Telangana,on_hold,encroachment
PRJ-00674,Medium,68,73,84,68,85,53,51,1.49,132,1,26.3,1.0,147655.0,112897.0,0.7646,459,199,49.2,716,1,1,0,Railway,Rajasthan,active,title_dispute
PRJ-00675,Low,31,49,68,58,63,49,36,3.16,6,0,47.6,3.4,134580.0,124042.0,0.9217,376,216,98.7,464,0,1,1,Industrial,Uttar Pradesh,on_hold,none
PRJ-00676,Medium,100,53,144,77,109,130,50,15.33,110,0,53.7,1.7,95445.0,69952.0,0.7329,16,0,63.5,676,1,1,1,Railway,Andhra Pradesh,on_hold,legal_challenge
PRJ-00677,Low,64,68,161,65,37,93,52,2.58,3,0,29.6,5.2,778847.0,711788.0,0.9139,137,68,65.4,581,1,1,0,Power Line,Rajasthan,completed,legal_challenge
